siteId,name,current,lat,lon
invert-313,Red Creek@56th,,42.15413,-86.08956
invert-314,Red Creek@D/S 54th Avenue at erosional gulleys,,42.16616,-86.06548
invert-315,Red Creek@D/S 54th Avenue,,42.16936,-86.06996
invert-316,Red Run Creek@42nd Ave,,42.0625,-85.9557
invert-317,Rocky River@Flatbush Road,,42.0185,-85.68367
invert-318,Rocky River@Hoffman Rd,,41.95448,-85.643985
invert-319,Rocky River@Memory Isle Park,,41.945093,-85.637014
invert-32,Bowman Creek@St. Joseph River Mouth,,41.665065,-86.236146
invert-320,Rocky River@Pioneer Rd,,42.00937,-85.79382
invert-321,Rocky River@Pioneer Road (downstream),,42.00967,-85.79333
invert-322,Rocky River@Skidmore Park,,41.94288,-85.6335
invert-323,Ryno Creek@Tannery Drive,,42.18111,-86.303
invert-324,Sand Creek@Bean Rd.,,41.95588,-84.728149
invert-325,Sand Creek@Crystal Rd,,42.131,-86.4172
invert-326,Sand Creek@Euchlid Rd,,42.12738,-86.40922
invert-327,Sand Creek@Genessee Road,,42,-84.7583
invert-328,Sand Creek@Herring Rd,,42.02898,-84.77951
invert-329,Sand Creek@Sterling Rd.,,42.01466,-84.77151
invert-33,Bowman Creek@Studebaker Golf Course,,41.65305556,-86.24194444
invert-330,Sauk River@Race St.,,41.93562,-85.00986
invert-331,Sauk River@Steffe Rd,,41.931944,-85.003889
invert-332,Sauk@Willowbrook,,41.92447,-84.9709
invert-333,Sawyer Creek@Ridge Rd,,41.893889,-86.614444
invert-334,Sawyer Creek@Sawyer Rd,,41.885278,-86.604167
invert-335,Sheldon Creek@M-216/Marcellus Hwy,,42.02711,-85.77803
invert-336,Sherman Mill Creek@Sherman Hill Road,,41.82783,-85.478
invert-337,Silver Creek@Downey St,,42.03424,-86.12357
invert-338,Soap Creek@Litchfield,,42.04352,-84.83583
invert-339,South Branch Galien River@Upstream Forest Lawn Road,,41.77668,-86.66408
invert-34,Brandywine Creek@38th Ave,,42.28099,-85.89801
invert-340,South Branch Hog Creek@Boone Rd,,41.9622,-84.8405
invert-341,South Branch Hog Creek@D/S Girard Road,,42.02926,-84.97127
invert-342,South Branch Hog Creek@Gorbull Rd,,42.022272,-84.956728
invert-343,South Branch Hog Creek@US-12,,41.94861,-84.8278
invert-344,South Branch Paw Paw County Road 665@3750th Avenue,,42.25642,-85.90691
invert-345,South Branch Paw Paw River@72nd Avenue,,42.15735,-85.90858
invert-346,South Branch Paw Paw River@76th Avenue,,42.1412,-85.90608
invert-347,South Branch Paw Paw@60th Ave,,42.2004,-85.90249
invert-348,South Branch Paw Paw@64th Ave,,42.18603,-85.90633
invert-349,South Branch Paw Paw@County Road 358,,42.1718,-85.9087
invert-35,Brandywine Creek@Bond St in Niles Twp Pk,,41.80615,-86.25886
invert-350,Spring Creek@d/s railroad grade,,41.9335,-85.51767
invert-351,Spring Creek@Johnson Road,,42.03811,-85.64919
invert-352,Spring Creek@Muskrat Lake Road,,42.06419,-85.60689
invert-353,Spring Creek@Outfall,,41.93249,-85.51926
invert-354,Spring Creek@Quake Rd,,42.05611,-85.62279
invert-355,Spring Creek@Rambadt Rd,,41.9425,-85.48766
invert-356,Spring Creek@Wilbur Rd,,42.02389,-85.63556
invert-357,St. Joseph River@10 1/2 Mile Rd,,42.092627,-85.094702
invert-358,St. Joseph River@20 Mile Rd,,42.12743,-84.90493
invert-359,St. Joseph River@Angela Boulevard,,41.69277778,-86.26305556
invert-36,Brandywine Creek@County Club Road 1550-1563,,41.80598,-86.23458
invert-360,St. Joseph River@Bertrand Park,,41.76488,-86.27295
invert-361,St. Joseph River@Brick Road,,41.72694444,-86.26777778
invert-362,St. Joseph River@Bridge St.,,41.6825,-85.99
invert-363,St. Joseph River@Broadway Street at Riverview Park,,42.06582,-85.13417
invert-364,St. Joseph River@Capital Avenue,,41.66555556,-86.1425
invert-365,St. Joseph River@County Line Road,,42.07248,-84.82881
invert-366,St. Joseph River@d/s Hillsdale WWTP,,41.935278,-84.640555
invert-367,St. Joseph River@Darden Road,,41.75805556,-86.27166667
invert-368,St. Joseph River@Genessee Rd,,41.99938,-84.68552
invert-369,St. Joseph River@Homan Avenue,,41.69555556,-85.92944444
invert-37,Brandywine Creek@M40,,42.3317,-85.879
invert-370,St. Joseph River@Ironwood (A),,41.66027778,-86.21027778
invert-371,St. Joseph River@Ironwood Drive,,41.66027778,-86.21027778
invert-372,St. Joseph River@Jefferson Boulevard,,41.67138889,-86.23972222
invert-373,St. Joseph River@Keller Park ,,41.69972222,-86.25694444
invert-374,St. Joseph River@LaSalle Street,,41.67861111,-86.24888889
invert-375,St. Joseph River@Lexington Ave.,,41.68388889,-85.98083333
invert-376,St. Joseph River@Logan Street,,41.66277778,-86.19361111
invert-377,St. Joseph River@M-66 at 28140 Talon Drive,,42.00758,-85.41126
invert-378,St. Joseph River@McNaughton Park,,41.675,-85.99472222
invert-379,St. Joseph River@Michigan Street (B),,41.687745,-86.254063
invert-38,Brandywine Creek@US-12,,41.79694,-86.21472
invert-380,St. Joseph River@Michigan Street,,41.68555556,-86.24666667
invert-381,St. Joseph River@Nappanee St.,,41.67916667,-86.00277778
invert-382,St. Joseph River@Nibbyville (A),,41.7125,-85.85666667
invert-383,St. Joseph River@Pinhook Park (B),,41.71611111,-86.26861111
invert-384,St. Joseph River@Sample Street,,41.6625,-86.2325
invert-385,St. Joseph River@Sherman St.,,41.69,-85.98111111
invert-386,St. Joseph River@Six-Span,,41.70972222,-85.86833333
invert-387,St. Joseph River@SR 15 (Bristol),,41.72555556,-85.81472222
invert-388,St. Joseph River@Stowell Road,,41.97248,-85.30265
invert-389,St. Joseph River@Toll Road (Bristol),,41.7375,-85.80722222
invert-39,Brush Creek@52nd Street,,42.173664,-86.050874
invert-390,St. Joseph River@u/s Hillsdale WWTP,,41.917778,-84.640278
invert-391,St. Joseph River@Upsteam Route 12,,41.80051,-86.26751
invert-392,St. Joseph@14 Mile,,42.09011,-85.02022
invert-393,St. Joseph@22 Mile Rd,,42.130848,-84.86558
invert-394,St. Joseph@9 Mile Rd,,42.081126,-85.118794
invert-395,St. Joseph@Athens Rd,,42.0266,-85.23456
invert-396,St. Joseph@Jacksonburg,,41.99724,-85.37569
invert-397,Stewart Lake Drain@Witt Lake Road,,41.82344,-85.36974
invert-398,Swan Creek@at Middle Colon Road,,41.884194,-85.331103
invert-399,Swan Creek@Burr Oak Rd,,41.89612,-85.22038
invert-4,Baugo Creek@CR 1 (S),,41.55777778,-86.03972222
invert-40,Brush Creek@63rd,,42.18853,-86.04309
invert-400,Swan Creek@Horkey Rd,,41.90225,-85.20197
invert-401,Swan Creek@Needham Rd,,41.89137,-85.35044
invert-402,Swan Creek@Prairie River Rd,,41.8825,-85.233333
invert-403,Tallahassee Creek@Fremont Rd,,41.8303,-84.93192
invert-404,Tanners Creek@Hillside Dr,,41.94331,-86.57029
invert-405,Tekonsha Creek@S. Co. Line Rd,,42.0725,-84.97266
invert-406,Trout Creek@Bellows,,41.78109,-85.80882
invert-407,Trout Creek@CR 2,,41.75472222,-85.81388889
invert-408,Unnamed Trib to Prairie River@M66,,41.91297,-85.40957
invert-409,Unnamed Trib to Prairie River@Prairie River Rd.,,41.85931,-85.23348
invert-41,Brush Creek@72nd Avenue,,42.15667,-86.05603
invert-410,Unnamed Tributary to Blue Creek@Territorial Road,,42.11599,-86.30604
invert-411,Unnamed Tributary to Cresent Lake@Below Railroad,,41.81348,-86.34472
invert-412,Unnamed Tributary to Cresent Lake@LF # 1,,41.8127,-86.3429
invert-413,Unnamed Tributary to Mud Lake@County Rd 372/52nd,,42.22951,-86.18587
invert-414,Unnamed Tributary to Portage River@34th Street,,42.19192,-85.43244
invert-415,Unnamed Tributary to Portage River@36th Avenue,,42.19779,-85.41293
invert-416,Unnamed Tributary@at County Line Road,,42.071553,-85.293447
invert-417,Unnamed Tributary@at Michigan Avenue,,42.04224,-85.57436
invert-418,Walton Creek@Walton Road,,41.87096,-86.29281
invert-419,White Creek@56th Street,,42.14312,-86.08944
invert-42,Brush Creek@76th Avenue and 56th Street (County Road 215),,42.14756,-86.06588
invert-420,Willow Creek@Day Road,,41.69944444,-86.13222222
invert-421,Willow Creek@Estates Blvd,,41.67055556,-86.14583333
invert-422,Woodward Ditch@Oakside Avenue,,41.65861111,-86.12138889
invert-423,Yellow Creek@Concord High School,,41.63638889,-85.92611111
invert-424,Yellow Creek@CR 32,,41.57972222,-85.92916667
invert-425,Yellow Creek@CR 45,,41.648663,-85.933839
invert-426,Yellow Creek@US 20 Bypass,,41.65555556,-85.93111111
invert-427,Yellow Creek@Vicinity of proposed US-31 bypass,,42.12805,-86.369167
invert-428,York Creek@Lamoreaux,,42.04361,-85.68639
invert-429,Mill Creek @ Preston Rd,,41.87382,-85.74348
invert-43,Brush Creek@Red Arrow Hwy,,42.21899,-86.04267
invert-430,Prairie River @ Hoshel Canoe County Park,,41.91117,-85.57419
invert-431,Nottawa Creek @ Olney Road,,42.01792,-85.37881
invert-432,Coldwater River @ Riverbend County Park,,42.02882,-85.10666
invert-433,Fawn River @ Kime Bridge,,41.77591,-85.3594
invert-434,Pigeon Creek @ CR 327,,41.65139,-85.17448
invert-435,Pigeon River @ Scott,,41.74013,-85.55701
invert-436,North Branch Elkhart River @ Delt Church Park,,41.54586,-85.45281
invert-437,Elkhart River @ Ligonier,,41.46702,-85.5877
invert-438,Turkey Creek (Elkhart River),,41.37659,-85.65686
invert-439,Little Elkhart River @ CR 18,,41.64673,-85.65978
invert-44,Campbell Creek@H Ave / 28th Street,,42.31734,-85.78109
invert-45,Carter Creek@47th Avenue,,42.248314,-85.946877
invert-46,Christiana Creek@Bristol St. (Willowdale Park),,41.70166667,-85.97972222
invert-47,Christiana Creek@Calvin Hill St,,41.83395,-85.99182
invert-48,Christiana Creek@Cassopolis Road,,41.8485,-85.9736
invert-49,Christiana Creek@CR 4,,41.725,-85.98527778
invert-5,Baugo Creek@CR 3 (N),,41.6325,-86.02472222
invert-50,Christiana Creek@CR 6,,41.73972222,-85.98694444
invert-51,Christiana Creek@High Dive Park ,,41.695155,-85.97154
invert-52,Christiana Creek@Lewis Lake Rd,,41.9077,-85.8764
invert-53,Christiana Creek@M-60,,41.91911,-85.91654
invert-54,Christiana Creek@N. Main Well Field,,41.69527778,-85.97805556
invert-55,Christiana Creek@North Shore Dr,,41.8216,-86
invert-56,Christiana Creek@Quaker St,,41.9479,-85.9144
invert-57,Cobus Creek (Garver Lake Drain)@downstream Redfield Road,,41.767249,-86.056578
invert-58,Cobus Creek (Garver Lake Drain)@upstream Redfield Road,,41.767429,-86.056577
invert-59,Cobus Creek@CR 8,,41.71027778,-86.05111111
invert-6,Baugo Creek@Restoration Site (B),,41.65194444,-86.05861111
invert-60,Cold Creek@Marshall Road,,41.97696,-85.00365
invert-61,Coldwater River@Blackhawk Road,,41.91661,-85.04814
invert-62,Coldwater River@Central Rd,,41.86904,-85.00865
invert-63,Coldwater River@Girard Rd,,42.02848,-85.10663
invert-64,Coldwater River@Gower Road,,42.043059,-85.116392
invert-65,Coldwater@Garfield,,41.92692,-85.04832
invert-66,County Drain #30@Along Burr Oak Rd d/s of Bronson,,41.880833,-85.203333
invert-67,County Drain #30@d/s Bronson WWTP,,41.880648,-85.200705
invert-68,County Drain #30@u/s Bronson WWTP,,41.880648,-85.198267
invert-69,Curtis Creek@New England Road,,41.88,-85.7565
invert-7,Baugo Creek@Restoration Site,,41.65527778,-86.06111111
invert-70,Diamond Lake Drain@Osborn Rd,,41.87947,-85.95404
invert-71,Dorrance Creek@33rd Ave,,42.1624,-85.44657
invert-72,Dowagiac Creek@California Road,,41.9875619,-86.155815
invert-73,Dowagiac Creek@d/s Dowagiac WWTP,,41.98598,-86.13413
invert-74,Dowagiac Creek@Downstream of Dutch Settlement Road,,41.980004,-86.00139
invert-75,Dowagiac Creek@Goodenough Rd,,42.0293464,-85.9397185
invert-76,Dowagiac Creek@M-51,,41.98274,-86.12588
invert-77,Dowagiac Creek@M-62,,41.9628497,-86.0581356
invert-78,Dowagiac Creek@Marcellus Highway,,42.01192,-85.96249
invert-79,Dowagiac Creek@McKenzie Street,,41.99669,-85.98207
invert-8,Bear Creek@31st Avenue,,42.10633,-85.45914
invert-80,Dowagiac Creek@Off Pevine Street,,41.95358,-86.05404
invert-81,Dowagiac Creek@u/s Dowagiac WWTP,,41.98412,-86.13197
invert-82,Dowagiac Drain@County Road 215,,42.07406,-86.03072
invert-83,Dowagiac River@1803 Pucker Drive,,41.85109,-86.25721
invert-84,Dowagiac River@46th Street,,42.0775411,-85.9917742
invert-85,Dowagiac River@Atwood Road,,42.04965,-86.06914
invert-86,Dowagiac River@Crystal Springs Road,,41.9253074,-86.2059988
invert-87,Dowagiac River@d/s Dodd Park @ Sumnerville,,41.90658,-86.2169
invert-88,Dowagiac River@Dewey Lake Road,,42.0558036,-86.0606807
invert-89,Dowagiac River@Dodd Park meander,,41.90806,-86.21757
invert-9,Bear Creek@E. Michigan Ave,,42.04351,-85.36122
invert-90,Dowagiac River@Frost St,,41.9709,-86.18003
invert-91,Dowagiac River@Indian Lake Road,,41.91329,-86.21318
invert-92,Dowagiac River@Kinzie Road,,41.88475,-86.22522
invert-93,Dowagiac River@M-51,,42.0277988,-86.1075016
invert-94,Dowagiac River@M51,,41.845179,-86.262463
invert-95,Dowagiac River@Mead Rd,,41.86854,-86.24209
invert-96,Dowagiac River@Middle Crossing,,42.009,-86.1451
invert-97,Dowagiac River@Pucker St,,41.86364,-86.24245
invert-98,Dowagiac River@Twin Lakes Rd,,42.06183,-86.05004
invert-99,Dowagiac River@Upstream of M-62,,41.98413,-86.16609
sjrbc-1,Rimmel Branch Ditch,,41.384678,-85.366979
sjrbc-10,South Branch Elkhart River I,,41.410861,-85.500796
sjrbc-11,North Branch Elkhart River I,,41.47831,-85.48138
sjrbc-12,Huston Ditch,,41.46683,-85.48132
sjrbc-13,North Branch Elkhart River II,,41.46944,-85.51056
sjrbc-14,South Branch Elkhart River II,,41.45857,-85.52291
sjrbc-15,South Branch Elkhart River III,,41.43818,-85.5042
sjrbc-16,Sparta Lake Ditch,,41.44495,-85.58105
sjrbc-17,Solomon Creek I,,41.3883,-85.56681
sjrbc-18,Solomon Creek II,,41.4382,-85.6246
sjrbc-19,Elkhart Creek,,41.49165,-85.63477
sjrbc-2,Croft Ditch,,41.387897,-85.411182
sjrbc-20,Solomon Creek III,,41.46619,-85.72831
sjrbc-21,Dry Run,,41.49994,-85.75214
sjrbc-22,Whetten Ditch,,41.49496,-85.78927
sjrbc-23,Kieffer Ditch,,41.45536,-85.84068
sjrbc-24,Omar Neff Ditch,,41.413,-85.8892
sjrbc-25,Davisson Ditch,,41.41318,-85.883
sjrbc-26,Coppes Ditch,,41.41323,-85.87517
sjrbc-27,Turkey Creek I,,41.41343,-85.86452
sjrbc-28,Coppes Ditch II,,41.36271,-85.86424
sjrbc-29,Hoopengarner Ditch,,41.40179,-85.84528
sjrbc-3,Bixler Ditch I,,41.437178,-85.256728
sjrbc-30,Turkey Creek II,,41.43435,-85.79819
sjrbc-31,Swoveland Ditch,,41.51881,-85.86749
sjrbc-32,Dausman Ditch,,41.48663,-85.8494
sjrbc-33,Berlin Court Grand Ditch I,,41.43557,-85.90536
sjrbc-34,Berlin Court Grand Ditch II,,41.4454,-85.98222
sjrbc-35,Miller Ditch,,41.52161,-86.04013
sjrbc-36,Werntz Ditch,,41.53746,-86.03229
sjrbc-37,Billman Ditch,,41.53794,-86.05982
sjrbc-38,Grimes Ditch,,41.57524,-86.07992
sjrbc-39,Barkey Ditch,,41.58301,-86.06046
sjrbc-4,Bixler Ditch II,,41.439594,-85.275345
sjrbc-40,Baugo Creek I,,41.58664,-86.04429
sjrbc-41,Township Ditch,,41.57949,-86.02494
sjrbc-42,Nunemaker Ditch,,41.58852,-86.02183
sjrbc-43,Rogers Ditch,,41.61601,-86.04108
sjrbc-44,UnNamed Tributary,,41.62343,-86.00821
sjrbc-45,Baugo Creek II,,41.6625,-86.06386
sjrbc-46,Woodward Ditch,,41.66026,-86.12503
sjrbc-47,Eller Ditch,,41.66066,-86.13576
sjrbc-48,Bowman Creek I,,41.66469,-86.23674
sjrbc-49,Bowman Creek II,,41.65375,-86.2421
sjrbc-5,Henderson Lake Ditch,,41.452828,-85.286464
sjrbc-50,Authen Creek,,41.60152,-86.28233
sjrbc-6,Thumma Ditch,,41.346597,-85.328105
sjrbc-7,Clock Creek,,41.477389,-85.390488
sjrbc-8,Boughey/Dry Run Ditch,,41.429572,-85.366705
sjrbc-9,Carrol Creek,,41.32088,-85.48046
steuben-1,Fish Creek @E. Metz Rd,,41.615472,-84.819889
steuben-10,Pigeon Creek@327,,41.651389,-85.174528
steuben-2,Fish Creek @E 40 S,,41.639778,-84.816806
steuben-3,William Jack Ditch@SR 1,,41.628722,-84.915639
steuben-4,Center Lake Discharge@N 155 W,,41.655472,-85.019611
steuben-5,Palfreyman Ditch@Lane 101b Crooked Lake,,41.667028,-85.036389
steuben-6,Carpenter Ditch @W 200 N,,41.671528,-85.025111
steuben-7,Pigeon Creek@S Bill Deller Rd,,41.596389,-84.975556
steuben-8,Pigeon Creek@Old US HWY 27,,41.576833,-85.008667
steuben-9,Turkey Creek@S 800 W,,41.541278,-85.139139
invert-440,Elkhart River@Elkhart Ave,,41.685108,-85.969204
invert-441,Lily Creek (OTD)@Park Six Drive,,41.72638889,-85.95638889
